name,image,reviews,price,recommendations,address,comment
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
海煮叹鲜·港式海鲜打边炉(赛银国际广场店),http://p0.meituan.net/biztone/178764682_1626751840556.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1397,￥116,"['明虾', '海煮叹鲜汤底', '八爪鱼']",打边炉/港式火锅 | 五常,5
山外山菜馆(玉泉路店),https://img.meituan.net/msmerchant/ed0ab7289398575d1cdb2750a0d262ff127055.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6970,￥147,"['极品鱼头皇', '龙井虾仁', '东坡焖肉']",浙菜 | 西湖北线/黄龙,5
善爱素餐厅(下沙店),http://p0.meituan.net/bbia/580c422467cac8484d5bcd197ddefe7f96316.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3072,￥26,"['单人素食自助餐', '煎蔬菜饼', '红薯']",自助餐 | 下沙,5
南山南餐厅(青芝坞店),http://p1.meituan.net/merchant/4e0be9a450922e1f3b2a6913d5cd0aa9852054.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4969,￥90,"['南山香烤鸡', '南山元宝虾', '南山东坡肉']",创意菜 | 西湖北线/黄龙,5
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
海煮叹鲜·港式海鲜打边炉(赛银国际广场店),http://p0.meituan.net/biztone/178764682_1626751840556.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1397,￥116,"['明虾', '海煮叹鲜汤底', '八爪鱼']",打边炉/港式火锅 | 五常,5
山外山菜馆(玉泉路店),https://img.meituan.net/msmerchant/ed0ab7289398575d1cdb2750a0d262ff127055.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6970,￥147,"['极品鱼头皇', '龙井虾仁', '东坡焖肉']",浙菜 | 西湖北线/黄龙,5
善爱素餐厅(下沙店),http://p0.meituan.net/bbia/580c422467cac8484d5bcd197ddefe7f96316.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3072,￥26,"['单人素食自助餐', '煎蔬菜饼', '红薯']",自助餐 | 下沙,5
南山南餐厅(青芝坞店),http://p1.meituan.net/merchant/4e0be9a450922e1f3b2a6913d5cd0aa9852054.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4969,￥90,"['南山香烤鸡', '南山元宝虾', '南山东坡肉']",创意菜 | 西湖北线/黄龙,5
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
海煮叹鲜·港式海鲜打边炉(赛银国际广场店),http://p0.meituan.net/biztone/178764682_1626751840556.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1397,￥116,"['明虾', '海煮叹鲜汤底', '八爪鱼']",打边炉/港式火锅 | 五常,5
山外山菜馆(玉泉路店),https://img.meituan.net/msmerchant/ed0ab7289398575d1cdb2750a0d262ff127055.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6970,￥147,"['极品鱼头皇', '龙井虾仁', '东坡焖肉']",浙菜 | 西湖北线/黄龙,5
善爱素餐厅(下沙店),http://p0.meituan.net/bbia/580c422467cac8484d5bcd197ddefe7f96316.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3072,￥26,"['单人素食自助餐', '煎蔬菜饼', '红薯']",自助餐 | 下沙,5
南山南餐厅(青芝坞店),http://p1.meituan.net/merchant/4e0be9a450922e1f3b2a6913d5cd0aa9852054.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4969,￥90,"['南山香烤鸡', '南山元宝虾', '南山东坡肉']",创意菜 | 西湖北线/黄龙,5
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
海煮叹鲜·港式海鲜打边炉(赛银国际广场店),http://p0.meituan.net/biztone/178764682_1626751840556.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1397,￥116,"['明虾', '海煮叹鲜汤底', '八爪鱼']",打边炉/港式火锅 | 五常,5
山外山菜馆(玉泉路店),https://img.meituan.net/msmerchant/ed0ab7289398575d1cdb2750a0d262ff127055.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6970,￥147,"['极品鱼头皇', '龙井虾仁', '东坡焖肉']",浙菜 | 西湖北线/黄龙,5
善爱素餐厅(下沙店),http://p0.meituan.net/bbia/580c422467cac8484d5bcd197ddefe7f96316.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3072,￥26,"['单人素食自助餐', '煎蔬菜饼', '红薯']",自助餐 | 下沙,5
南山南餐厅(青芝坞店),http://p1.meituan.net/merchant/4e0be9a450922e1f3b2a6913d5cd0aa9852054.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4969,￥90,"['南山香烤鸡', '南山元宝虾', '南山东坡肉']",创意菜 | 西湖北线/黄龙,5
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
海煮叹鲜·港式海鲜打边炉(赛银国际广场店),http://p0.meituan.net/biztone/178764682_1626751840556.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1397,￥116,"['明虾', '海煮叹鲜汤底', '八爪鱼']",打边炉/港式火锅 | 五常,5
山外山菜馆(玉泉路店),https://img.meituan.net/msmerchant/ed0ab7289398575d1cdb2750a0d262ff127055.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,6970,￥147,"['极品鱼头皇', '龙井虾仁', '东坡焖肉']",浙菜 | 西湖北线/黄龙,5
善爱素餐厅(下沙店),http://p0.meituan.net/bbia/580c422467cac8484d5bcd197ddefe7f96316.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3072,￥26,"['单人素食自助餐', '煎蔬菜饼', '红薯']",自助餐 | 下沙,5
南山南餐厅(青芝坞店),http://p1.meituan.net/merchant/4e0be9a450922e1f3b2a6913d5cd0aa9852054.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,4969,￥90,"['南山香烤鸡', '南山元宝虾', '南山东坡肉']",创意菜 | 西湖北线/黄龙,5
一席地·本地鸡窝(天虹店),https://img.meituan.net/content/89691f1ad295e9609949f22b84ec3f491182238.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2607,￥70,"['本地鸡窝', '鸭血', '粉丝']",本地鸡窝火锅 | 天虹购物中心,5
bluefrog蓝蛙(城西银泰店),https://img.meituan.net/content/29654e9186c4e1c0f19d1079fd7b57e53095815.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2863,￥148,"['香浓蘑菇牛肉汉堡', '蓝蛙番薯条', '牛肉迷你汉堡']",西餐 | 城西银泰城,5
杭州杭帮菜博物馆,http://p1.meituan.net/deal/__10550806__6409178.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7430,￥169,"['龙井虾仁', '东坡肉', '西湖醋鱼皇']",浙菜 | 龙井/虎跑,5
新大碗菜·地道淳安味(千岛湖店),https://img.meituan.net/content/91d41bd3a128f252e07b7b61a4ee6d85747413.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2680,￥87,"['一鱼两吃', '千岛野娇娇', '红烧肉']",家常菜 | 千岛湖风景区,5
袁记云饺(文二店),https://img.meituan.net/content/f219a5b0cebd7c5ecfac35bf4ca9e689610332.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,614,￥22,"['鲜虾蟹仔馄饨', '冬菇马蹄鲜肉云吞', '鲜肉云吞']",饺子 | 高新文教区,5
明洞韩国料理烤肉(星光广场店),http://p0.meituan.net/biztone/1698128_1676868643678.jpeg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,7911,￥85,"['南瓜粥·每日精选老南瓜手工现做', '厚切猪五花', '黑椒牛肉石锅拌饭']",韩国料理 | 星光大道,5
西湖春天·粤菜(南山店),https://img.meituan.net/content/28ec17f26401fea11ee3033f9323d4cc357937.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,14935,￥170,"['春天虾饺皇', '天鹅榴莲酥', '老广州水晶乳鸽']",粤菜馆 | 吴山广场/河坊街,5
杭州开元名都大酒店·四季轩中餐厅,https://img.meituan.net/msmerchant/b4f3b5bbd25f1dca5c58409586bc59b15178773.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,2207,￥198,"['香茅金牌脆皮乳鸽', '楼塔大豆腐', '家烧宁波鲜黄鱼']",浙菜 | 北干,5
7017味道工厂(新天地店),https://img.meituan.net/content/37a828171275174a390e3cc98528148b323169.png%40340w_255h_1e_1c_1l%7Cwatermark%3D0,3356,￥83,"['四川人都嫌辣的鸭掌煲', '石锅烧的嫩豆腐', '土馒头配大块肉']",浙菜 | 新天地,5
辣钟师(绿地中央广场店),https://img.meituan.net/msmerchant/4dade9f255033cc83e2b9abe8cae7316131936.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1480,￥106,"['泡椒牛蛙', '家常豆腐', '肥肠鱼']",川菜 | 绿地中央广场,5
魂心家·烧鸟·酒场(东大街店),http://p0.meituan.net/merchant/bc5edfcf75b6b5c2ce45db269cb671ee76428.jpg%40340w_255h_1e_1c_1l%7Cwatermark%3D0,1238,￥131,"['招牌牛肉饭', '炸虾天妇罗', '芝士厚蛋烧']",日式自助 | 临平,5
